2015.11.02 00:00:00	1.10339	1.10349	1.10314	1.10326	24
2015.11.02 00:01:00	1.10294	1.10335	1.10286	1.10335	19
2015.11.02 00:02:00	1.10338	1.10338	1.10335	1.10335	20
2015.11.02 00:03:00	1.10335	1.10335	1.10317	1.10322	47
2015.11.02 00:04:00	1.10321	1.10327	1.10304	1.10309	27
2015.11.02 00:05:00	1.10304	1.10321	1.10275	1.10283	65
2015.11.02 00:06:00	1.10275	1.10296	1.10275	1.10291	50
2015.11.02 00:07:00	1.10278	1.10320	1.10275	1.10316	80
2015.11.02 00:08:00	1.10316	1.10316	1.10275	1.10292	81
2015.11.02 00:09:00	1.10292	1.10323	1.10292	1.10314	123
2015.11.02 00:10:00	1.10314	1.10322	1.10276	1.10291	98
2015.11.02 00:11:00	1.10292	1.10314	1.10292	1.10308	35
2015.11.02 00:12:00	1.10307	1.10308	1.10298	1.10301	27
2015.11.02 00:13:00	1.10299	1.10299	1.10283	1.10283	20
2015.11.02 00:14:00	1.10284	1.10288	1.10284	1.10286	16
2015.11.02 00:15:00	1.10285	1.10287	1.10275	1.10275	26
2015.11.02 00:16:00	1.10286	1.10315	1.10286	1.10312	41
2015.11.02 00:17:00	1.10310	1.10319	1.10304	1.10314	51
2015.11.02 00:18:00	1.10314	1.10316	1.10287	1.10293	43
2015.11.02 00:19:00	1.10293	1.10301	1.10275	1.10298	51
2015.11.02 00:20:00	1.10299	1.10299	1.10295	1.10297	22
2015.11.02 00:21:00	1.10295	1.10300	1.10293	1.10293	42
2015.11.02 00:22:00	1.10293	1.10297	1.10293	1.10294	45
2015.11.02 00:23:00	1.10295	1.10296	1.10293	1.10293	32
2015.11.02 00:24:00	1.10295	1.10295	1.10292	1.10293	26
2015.11.02 00:25:00	1.10293	1.10296	1.10293	1.10294	8
2015.11.02 00:26:00	1.10294	1.10296	1.10293	1.10293	19
2015.11.02 00:27:00	1.10294	1.10296	1.10289	1.10296	20
2015.11.02 00:28:00	1.10295	1.10296	1.10293	1.10295	16
2015.11.02 00:29:00	1.10295	1.10296	1.10290	1.10296	20
2015.11.02 00:30:00	1.10295	1.10300	1.10295	1.10296	29
2015.11.02 00:31:00	1.10297	1.10299	1.10296	1.10299	34
2015.11.02 00:32:00	1.10298	1.10301	1.10297	1.10300	14
2015.11.02 00:33:00	1.10299	1.10301	1.10298	1.10298	13
2015.11.02 00:34:00	1.10300	1.10303	1.10296	1.10302	47
2015.11.02 00:35:00	1.10300	1.10314	1.10300	1.10310	46
2015.11.02 00:36:00	1.10309	1.10340	1.10309	1.10338	42
2015.11.02 00:37:00	1.10338	1.10342	1.10333	1.10341	51
2015.11.02 00:38:00	1.10339	1.10348	1.10338	1.10338	85
2015.11.02 00:39:00	1.10338	1.10343	1.10338	1.10341	18
2015.11.02 00:40:00	1.10340	1.10342	1.10331	1.10333	37
2015.11.02 00:41:00	1.10332	1.10333	1.10329	1.10330	66
2015.11.02 00:42:00	1.10330	1.10331	1.10326	1.10326	20
2015.11.02 00:43:00	1.10326	1.10328	1.10316	1.10326	17
2015.11.02 00:44:00	1.10326	1.10327	1.10298	1.10298	32
2015.11.02 00:45:00	1.10298	1.10319	1.10296	1.10315	55
2015.11.02 00:46:00	1.10316	1.10323	1.10316	1.10321	17
2015.11.02 00:47:00	1.10322	1.10323	1.10318	1.10318	13
2015.11.02 00:48:00	1.10319	1.10325	1.10319	1.10325	13
2015.11.02 00:49:00	1.10325	1.10329	1.10325	1.10329	29
2015.11.02 00:50:00	1.10326	1.10328	1.10324	1.10325	13
2015.11.02 00:51:00	1.10325	1.10325	1.10323	1.10324	15
2015.11.02 00:52:00	1.10324	1.10337	1.10324	1.10336	46
2015.11.02 00:53:00	1.10337	1.10342	1.10336	1.10338	41
2015.11.02 00:54:00	1.10340	1.10347	1.10338	1.10344	20
2015.11.02 00:55:00	1.10345	1.10347	1.10344	1.10344	5
2015.11.02 00:56:00	1.10345	1.10371	1.10344	1.10360	64
2015.11.02 00:57:00	1.10357	1.10357	1.10328	1.10333	78
2015.11.02 00:58:00	1.10333	1.10336	1.10328	1.10330	38
2015.11.02 00:59:00	1.10329	1.10332	1.10315	1.10315	67
2015.11.02 01:00:00	1.10315	1.10318	1.10296	1.10296	108
2015.11.02 01:01:00	1.10296	1.10301	1.10295	1.10298	46
2015.11.02 01:02:00	1.10299	1.10313	1.10295	1.10309	94
2015.11.02 01:03:00	1.10310	1.10311	1.10307	1.10309	117
2015.11.02 01:04:00	1.10309	1.10318	1.10307	1.10313	38
2015.11.02 01:05:00	1.10313	1.10313	1.10302	1.10302	38
2015.11.02 01:06:00	1.10300	1.10300	1.10295	1.10299	107
2015.11.02 01:07:00	1.10300	1.10301	1.10280	1.10283	80
2015.11.02 01:08:00	1.10281	1.10289	1.10280	1.10287	86
2015.11.02 01:09:00	1.10287	1.10289	1.10281	1.10287	125
2015.11.02 01:10:00	1.10284	1.10284	1.10275	1.10275	18
2015.11.02 01:11:00	1.10275	1.10281	1.10275	1.10275	50
2015.11.02 01:12:00	1.10275	1.10278	1.10275	1.10278	37
2015.11.02 01:13:00	1.10275	1.10276	1.10269	1.10274	51
2015.11.02 01:14:00	1.10274	1.10281	1.10266	1.10266	44
2015.11.02 01:15:00	1.10266	1.10266	1.10250	1.10250	36
2015.11.02 01:16:00	1.10248	1.10249	1.10240	1.10240	87
2015.11.02 01:17:00	1.10240	1.10240	1.10227	1.10228	24
2015.11.02 01:18:00	1.10229	1.10229	1.10220	1.10220	28
2015.11.02 01:19:00	1.10220	1.10248	1.10220	1.10237	57
2015.11.02 01:20:00	1.10238	1.10267	1.10238	1.10266	39
2015.11.02 01:21:00	1.10269	1.10269	1.10249	1.10254	41
2015.11.02 01:22:00	1.10253	1.10279	1.10250	1.10276	45
2015.11.02 01:23:00	1.10276	1.10276	1.10262	1.10262	27
2015.11.02 01:24:00	1.10262	1.10274	1.10254	1.10261	44
2015.11.02 01:25:00	1.10261	1.10261	1.10240	1.10241	33
2015.11.02 01:26:00	1.10241	1.10247	1.10241	1.10241	19
2015.11.02 01:27:00	1.10241	1.10252	1.10229	1.10229	16
2015.11.02 01:28:00	1.10229	1.10230	1.10220	1.10222	39
2015.11.02 01:29:00	1.10220	1.10220	1.10210	1.10212	14
2015.11.02 01:30:00	1.10212	1.10222	1.10212	1.10219	28
2015.11.02 01:31:00	1.10218	1.10221	1.10216	1.10221	12
2015.11.02 01:32:00	1.10221	1.10221	1.10212	1.10212	26
2015.11.02 01:33:00	1.10212	1.10212	1.10200	1.10200	16
2015.11.02 01:34:00	1.10200	1.10201	1.10197	1.10201	16
2015.11.02 01:35:00	1.10202	1.10203	1.10198	1.10199	17
2015.11.02 01:36:00	1.10197	1.10200	1.10197	1.10200	66
2015.11.02 01:37:00	1.10198	1.10199	1.10196	1.10199	35
2015.11.02 01:38:00	1.10199	1.10199	1.10196	1.10196	12
2015.11.02 01:39:00	1.10197	1.10200	1.10194	1.10200	28
2015.11.02 01:40:00	1.10200	1.10200	1.10194	1.10194	17
2015.11.02 01:41:00	1.10194	1.10194	1.10190	1.10190	20
2015.11.02 01:42:00	1.10190	1.10190	1.10190	1.10190	8
2015.11.02 01:43:00	1.10190	1.10190	1.10190	1.10190	9
2015.11.02 01:44:00	1.10190	1.10190	1.10189	1.10189	10
2015.11.02 01:45:00	1.10190	1.10190	1.10190	1.10190	12
2015.11.02 01:46:00	1.10190	1.10194	1.10190	1.10194	10
2015.11.02 01:47:00	1.10194	1.10224	1.10194	1.10222	22
2015.11.02 01:48:00	1.10223	1.10224	1.10206	1.10211	62
2015.11.02 01:49:00	1.10211	1.10219	1.10211	1.10219	16
2015.11.02 01:50:00	1.10219	1.10224	1.10219	1.10224	7
2015.11.02 01:51:00	1.10227	1.10227	1.10223	1.10223	3
2015.11.02 01:53:00	1.10223	1.10223	1.10223	1.10223	2
2015.11.02 01:54:00	1.10224	1.10224	1.10223	1.10224	3
2015.11.02 01:55:00	1.10225	1.10225	1.10224	1.10224	4
2015.11.02 01:56:00	1.10225	1.10229	1.10224	1.10227	38
2015.11.02 01:57:00	1.10227	1.10233	1.10227	1.10232	23
2015.11.02 01:58:00	1.10233	1.10236	1.10232	1.10236	25
2015.11.02 01:59:00	1.10237	1.10238	1.10225	1.10226	17
2015.11.02 02:00:00	1.10224	1.10225	1.10223	1.10224	27
